seqnames	start	end	width	strand	score	group_name	feature	gene_name	motif_nm	tf_symbol	description	species
chr22	50732778	50732789	12	+	4.6629214420957	MA1125.1	exon	SHANK3	ZNF384			Homo sapiens
chr22	50732778	50732789	12	+	4.6629214420957	MA1125.1	UTR	SHANK3	ZNF384			Homo sapiens
chr22	50732779	50732790	12	+	5.29038210678557	MA1125.1	exon	SHANK3	ZNF384			Homo sapiens
chr22	50732779	50732790	12	+	5.29038210678557	MA1125.1	exon	SHANK3	ZNF384			Homo sapiens
chr22	50732779	50732790	12	+	5.29038210678557	MA1125.1	UTR	SHANK3	ZNF384			Homo sapiens
chr22	50732780	50732791	12	+	4.67209250658804	MA1125.1	exon	SHANK3	ZNF384			Homo sapiens
chr22	50732780	50732791	12	+	4.67209250658804	MA1125.1	exon	SHANK3	ZNF384			Homo sapiens
chr22	50732780	50732791	12	+	4.67209250658804	MA1125.1	UTR	SHANK3	ZNF384			Homo sapiens
chr22	50732782	50732793	12	+	10.0581172611122	MA1125.1	exon	SHANK3	ZNF384			Homo sapiens
chr22	50732782	50732793	12	+	10.0581172611122	MA1125.1	exon	SHANK3	ZNF384			Homo sapiens
chr22	50732782	50732793	12	+	10.0581172611122	MA1125.1	UTR	SHANK3	ZNF384			Homo sapiens
chr22	50732783	50732794	12	+	11.9049271542791	MA1125.1	exon	SHANK3	ZNF384			Homo sapiens
chr22	50732783	50732794	12	+	11.9049271542791	MA1125.1	exon	SHANK3	ZNF384			Homo sapiens
chr22	50732783	50732794	12	+	11.9049271542791	MA1125.1	UTR	SHANK3	ZNF384			Homo sapiens
chr22	50732784	50732795	12	+	11.4875112891527	MA1125.1	exon	SHANK3	ZNF384			Homo sapiens
chr22	50732784	50732795	12	+	11.4875112891527	MA1125.1	exon	SHANK3	ZNF384			Homo sapiens
chr22	50732784	50732795	12	+	11.4875112891527	MA1125.1	UTR	SHANK3	ZNF384			Homo sapiens
chr22	50732785	50732796	12	+	11.614335926451	MA1125.1	exon	SHANK3	ZNF384			Homo sapiens
chr22	50732785	50732796	12	+	11.614335926451	MA1125.1	exon	SHANK3	ZNF384			Homo sapiens
chr22	50732785	50732796	12	+	11.614335926451	MA1125.1	UTR	SHANK3	ZNF384			Homo sapiens
chr22	50732786	50732797	12	+	9.09893359678932	MA1125.1	exon	SHANK3	ZNF384			Homo sapiens
chr22	50732786	50732797	12	+	9.09893359678932	MA1125.1	exon	SHANK3	ZNF384			Homo sapiens
chr22	50732786	50732797	12	+	9.09893359678932	MA1125.1	UTR	SHANK3	ZNF384			Homo sapiens
chr22	50732787	50732798	12	+	8.92876906885415	MA1125.1	exon	SHANK3	ZNF384			Homo sapiens
chr22	50732787	50732798	12	+	8.92876906885415	MA1125.1	exon	SHANK3	ZNF384			Homo sapiens
chr22	50732787	50732798	12	+	8.92876906885415	MA1125.1	UTR	SHANK3	ZNF384			Homo sapiens
chr22	50677791	50677807	17	+	8.10158264220953	MA1154.1	intron	SHANK3	ZNF282			Homo sapiens
chr22	50695474	50695490	17	+	10.5067500587135	MA1154.1	intron	SHANK3	ZNF282			Homo sapiens
chr22	50698003	50698019	17	+	6.57328577991584	MA1154.1	intron	SHANK3	ZNF282			Homo sapiens
chr22	50705131	50705147	17	+	13.6471438077003	MA1154.1	intron	SHANK3	ZNF282			Homo sapiens
chr22	50709999	50710015	17	+	8.24085334020706	MA1154.1	intron	SHANK3	ZNF282			Homo sapiens
chr22	50729822	50729838	17	+	11.0016695249863	MA1154.1	intron	SHANK3	ZNF282			Homo sapiens
chr22	50732906	50732922	17	+	6.8281500024033	MA1154.1	exon	SHANK3	ZNF282			Homo sapiens
chr22	50732906	50732922	17	+	6.8281500024033	MA1154.1	exon	SHANK3	ZNF282			Homo sapiens
chr22	50732906	50732922	17	+	6.8281500024033	MA1154.1	UTR	SHANK3	ZNF282			Homo sapiens
chr22	50679445	50679459	15	+	3.22300283553019	MA1155.1	intron	SHANK3	ZSCAN4			Homo sapiens
chr22	50703363	50703377	15	+	2.55513074844486	MA1155.1	intron	SHANK3	ZSCAN4			Homo sapiens
chr22	50706634	50706648	15	+	3.00539167034257	MA1155.1	intron	SHANK3	ZSCAN4			Homo sapiens
chr22	50708558	50708572	15	+	2.3020936190399	MA1155.1	intron	SHANK3	ZSCAN4			Homo sapiens
chr22	50708560	50708574	15	+	5.49968612359691	MA1155.1	intron	SHANK3	ZSCAN4			Homo sapiens
chr22	50711360	50711374	15	+	5.59181685838672	MA1155.1	intron	SHANK3	ZSCAN4			Homo sapiens
chr22	50711639	50711648	10	+	14.7106574456251	MA0099.3	intron	SHANK3	FOS::JUN			Homo sapiens
chr22	50677696	50677708	13	+	12.5979471734263	MA1128.1	intron	SHANK3	FOSL1::JUN			Homo sapiens
chr22	50685207	50685219	13	+	12.8655240968086	MA1128.1	intron	SHANK3	FOSL1::JUN			Homo sapiens
chr22	50700482	50700494	13	+	12.2164379777503	MA1128.1	intron	SHANK3	FOSL1::JUN			Homo sapiens
chr22	50711637	50711649	13	+	11.5350295947292	MA1128.1	intron	SHANK3	FOSL1::JUN			Homo sapiens
chr22	50687106	50687115	10	+	10.7003889089309	MA1129.1	intron	SHANK3	FOSL1::JUN(var.2)			Homo sapiens
chr22	50711637	50711648	12	+	16.0361166577628	MA1130.1	intron	SHANK3	FOSL2::JUN			Homo sapiens
chr22	50687105	50687115	11	+	10.6986370488239	MA1131.1	intron	SHANK3	FOSL2::JUN(var.2)			Homo sapiens
chr22	50677697	50677706	10	+	10.796297565549	MA1132.1	intron	SHANK3	JUN::JUNB			Homo sapiens
chr22	50685208	50685217	10	+	10.7012121376628	MA1132.1	intron	SHANK3	JUN::JUNB			Homo sapiens
chr22	50700483	50700492	10	+	11.0970522405568	MA1132.1	intron	SHANK3	JUN::JUNB			Homo sapiens
chr22	50678444	50678455	12	+	11.6263231036389	MA1133.1	intron	SHANK3	JUN::JUNB(var.2)			Homo sapiens
chr22	50687105	50687116	12	+	13.546891211174	MA1133.1	intron	SHANK3	JUN::JUNB(var.2)			Homo sapiens
chr22	50677697	50677708	12	+	11.1596292710397	MA1134.1	intron	SHANK3	FOS::JUNB			Homo sapiens
chr22	50685208	50685219	12	+	11.8462203204869	MA1134.1	intron	SHANK3	FOS::JUNB			Homo sapiens
chr22	50694286	50694297	12	+	11.8093573860114	MA1134.1	intron	SHANK3	FOS::JUNB			Homo sapiens
chr22	50700483	50700494	12	+	11.9456891523665	MA1134.1	intron	SHANK3	FOS::JUNB			Homo sapiens
chr22	50711638	50711649	12	+	15.1447753804932	MA1134.1	intron	SHANK3	FOS::JUNB			Homo sapiens
chr22	50677697	50677706	10	+	11.682140829594	MA1135.1	intron	SHANK3	FOSB::JUNB			Homo sapiens
chr22	50685208	50685217	10	+	12.8636982652011	MA1135.1	intron	SHANK3	FOSB::JUNB			Homo sapiens
chr22	50687106	50687115	10	+	11.1759429240611	MA1136.1	intron	SHANK3	FOSB::JUNB(var.2)			Homo sapiens
chr22	50677696	50677708	13	+	11.1650342200769	MA1137.1	intron	SHANK3	FOSL1::JUNB			Homo sapiens
chr22	50685207	50685219	13	+	11.2487333319376	MA1137.1	intron	SHANK3	FOSL1::JUNB			Homo sapiens
chr22	50700482	50700494	13	+	11.9508174225402	MA1137.1	intron	SHANK3	FOSL1::JUNB			Homo sapiens
chr22	50711637	50711649	13	+	12.4655666415908	MA1137.1	intron	SHANK3	FOSL1::JUNB			Homo sapiens
chr22	50677697	50677706	10	+	11.9649080916566	MA1138.1	intron	SHANK3	FOSL2::JUNB			Homo sapiens
chr22	50685208	50685217	10	+	12.6533227914805	MA1138.1	intron	SHANK3	FOSL2::JUNB			Homo sapiens
chr22	50704167	50704178	12	+	11.24930427046	MA1139.1	exon	SHANK3	FOSL2::JUNB(var.2)			Homo sapiens
chr22	50687106	50687115	10	+	10.838840041847	MA1140.1	intron	SHANK3	JUNB(var.2)			Homo sapiens
chr22	50694285	50694297	13	+	11.5503961660928	MA1141.1	intron	SHANK3	FOS::JUND			Homo sapiens
chr22	50711637	50711649	13	+	16.3299971309994	MA1141.1	intron	SHANK3	FOS::JUND			Homo sapiens
chr22	50677697	50677706	10	+	10.6750532851911	MA1142.1	intron	SHANK3	FOSL1::JUND			Homo sapiens
chr22	50685208	50685217	10	+	10.9827426075804	MA1142.1	intron	SHANK3	FOSL1::JUND			Homo sapiens
chr22	50725892	50725901	10	+	9.99095863809409	MA1142.1	intron	SHANK3	FOSL1::JUND			Homo sapiens
chr22	50677697	50677706	10	+	11.8793626308835	MA1144.1	intron	SHANK3	FOSL2::JUND			Homo sapiens
chr22	50685208	50685217	10	+	12.5105323542422	MA1144.1	intron	SHANK3	FOSL2::JUND			Homo sapiens
chr22	50704619	50704633	15	+	14.8992725686591	MA1146.1	intron	SHANK3	NR1A4::RXRA			Homo sapiens
chr22	50705297	50705311	15	+	12.508483112575	MA1146.1	intron	SHANK3	NR1A4::RXRA			Homo sapiens
chr22	50722105	50722119	15	+	13.7189531397552	MA1146.1	exon	SHANK3	NR1A4::RXRA			Homo sapiens
chr22	50722105	50722119	15	+	13.7189531397552	MA1146.1	exon	SHANK3	NR1A4::RXRA			Homo sapiens
chr22	50704619	50704633	15	+	14.8228836885477	MA1147.1	intron	SHANK3	NR4A2::RXRA			Homo sapiens
chr22	50705297	50705311	15	+	16.0041266914196	MA1147.1	intron	SHANK3	NR4A2::RXRA			Homo sapiens
chr22	50722105	50722119	15	+	16.0912901301508	MA1147.1	exon	SHANK3	NR4A2::RXRA			Homo sapiens
chr22	50722105	50722119	15	+	16.0912901301508	MA1147.1	exon	SHANK3	NR4A2::RXRA			Homo sapiens
chr22	50684179	50684196	18	+	11.1877156894988	MA1148.1	intron	SHANK3	PPARA::RXRA			Homo sapiens
chr22	50684720	50684737	18	+	11.8668452825599	MA1148.1	intron	SHANK3	PPARA::RXRA			Homo sapiens
chr22	50689891	50689908	18	+	12.7009170257982	MA1148.1	intron	SHANK3	PPARA::RXRA			Homo sapiens
chr22	50705091	50705108	18	+	11.7608224550516	MA1148.1	intron	SHANK3	PPARA::RXRA			Homo sapiens
chr22	50706285	50706302	18	+	13.6435536201545	MA1148.1	intron	SHANK3	PPARA::RXRA			Homo sapiens
chr22	50709371	50709388	18	+	13.2884133917322	MA1148.1	intron	SHANK3	PPARA::RXRA			Homo sapiens
chr22	50723507	50723524	18	+	12.1550486143356	MA1148.1	intron	SHANK3	PPARA::RXRA			Homo sapiens
chr22	50727715	50727732	18	+	15.5817144692615	MA1148.1	intron	SHANK3	PPARA::RXRA			Homo sapiens
chr22	50728155	50728172	18	+	11.1429201892439	MA1148.1	intron	SHANK3	PPARA::RXRA			Homo sapiens
chr22	50684189	50684206	18	+	15.1564442970141	MA1149.1	intron	SHANK3	RARA::RXRG			Homo sapiens
chr22	50684931	50684948	18	+	14.2544937163244	MA1149.1	intron	SHANK3	RARA::RXRG			Homo sapiens
chr22	50687108	50687125	18	+	14.8944233668677	MA1149.1	intron	SHANK3	RARA::RXRG			Homo sapiens
chr22	50687377	50687394	18	+	13.6172942302848	MA1149.1	intron	SHANK3	RARA::RXRG			Homo sapiens
chr22	50701136	50701153	18	+	13.2132150307174	MA1149.1	intron	SHANK3	RARA::RXRG			Homo sapiens
chr22	50704020	50704037	18	+	13.1266617587774	MA1149.1	intron	SHANK3	RARA::RXRG			Homo sapiens
chr22	50713883	50713900	18	+	16.4515358047161	MA1149.1	intron	SHANK3	RARA::RXRG			Homo sapiens
chr22	50689684	50689694	11	+	13.6981654179909	MA1150.1	intron	SHANK3	RORB			Homo sapiens
chr22	50690761	50690771	11	+	13.8155685733114	MA1150.1	intron	SHANK3	RORB			Homo sapiens
chr22	50693059	50693069	11	+	11.2220561209793	MA1150.1	intron	SHANK3	RORB			Homo sapiens
chr22	50699181	50699191	11	+	11.3334895328546	MA1150.1	intron	SHANK3	RORB			Homo sapiens
chr22	50701739	50701749	11	+	12.6421664808357	MA1150.1	intron	SHANK3	RORB			Homo sapiens
chr22	50702404	50702414	11	+	11.0242518169188	MA1150.1	intron	SHANK3	RORB			Homo sapiens
chr22	50703155	50703165	11	+	10.9599775441153	MA1150.1	intron	SHANK3	RORB			Homo sapiens
chr22	50715089	50715099	11	+	11.368095558617	MA1150.1	intron	SHANK3	RORB			Homo sapiens
chr22	50687341	50687352	12	+	11.7371402000708	MA1151.1	intron	SHANK3	RORC			Homo sapiens
chr22	50689682	50689693	12	+	12.8498812403461	MA1151.1	intron	SHANK3	RORC			Homo sapiens
chr22	50690759	50690770	12	+	13.8177160363591	MA1151.1	intron	SHANK3	RORC			Homo sapiens
chr22	50693057	50693068	12	+	10.9935891532672	MA1151.1	intron	SHANK3	RORC			Homo sapiens
chr22	50699179	50699190	12	+	12.1832415686452	MA1151.1	intron	SHANK3	RORC			Homo sapiens
chr22	50701737	50701748	12	+	11.9325839521171	MA1151.1	intron	SHANK3	RORC			Homo sapiens
chr22	50687020	50687029	10	+	11.6192815972993	MA1152.1	intron	SHANK3	SOX15			Homo sapiens
chr22	50687026	50687035	10	+	11.6192815972993	MA1152.1	intron	SHANK3	SOX15			Homo sapiens
chr22	50689874	50689883	10	+	11.3096869229544	MA1152.1	intron	SHANK3	SOX15			Homo sapiens
chr22	50690719	50690728	10	+	11.937955338302	MA1152.1	intron	SHANK3	SOX15			Homo sapiens
chr22	50691250	50691259	10	+	11.6192815972993	MA1152.1	intron	SHANK3	SOX15			Homo sapiens
chr22	50691506	50691515	10	+	12.2236441436358	MA1152.1	intron	SHANK3	SOX15			Homo sapiens
chr22	50692068	50692077	10	+	11.7187308740458	MA1152.1	intron	SHANK3	SOX15			Homo sapiens
chr22	50698861	50698870	10	+	12.2236441436358	MA1152.1	intron	SHANK3	SOX15			Homo sapiens
chr22	50724938	50724947	10	+	11.937955338302	MA1152.1	intron	SHANK3	SOX15			Homo sapiens
chr22	50673558	50673571	14	+	9.84122475726073	MA0162.3	promoter	SHANK3	EGR1			Homo sapiens
chr22	50674367	50674380	14	+	11.617691309961	MA0162.3	promoter	SHANK3	EGR1			Homo sapiens
chr22	50704760	50704773	14	+	14.3357386821268	MA0162.3	exon	SHANK3	EGR1			Homo sapiens
chr22	50720272	50720285	14	+	10.4988804050513	MA0162.3	exon	SHANK3	EGR1			Homo sapiens
chr22	50720272	50720285	14	+	10.4988804050513	MA0162.3	exon	SHANK3	EGR1			Homo sapiens
chr22	50720302	50720315	14	+	8.91605176232201	MA0162.3	exon	SHANK3	EGR1			Homo sapiens
chr22	50720302	50720315	14	+	8.91605176232201	MA0162.3	exon	SHANK3	EGR1			Homo sapiens
chr22	50720353	50720366	14	+	9.53736243700754	MA0162.3	exon	SHANK3	EGR1			Homo sapiens
chr22	50720353	50720366	14	+	9.53736243700754	MA0162.3	exon	SHANK3	EGR1			Homo sapiens
chr22	50722564	50722577	14	+	13.696664647939	MA0162.3	intron	SHANK3	EGR1			Homo sapiens
chr22	50688364	50688384	21	+	2.43420203292449	MA1418.1	intron	SHANK3	IRF3			Homo sapiens
chr22	50688370	50688390	21	+	3.10063196883863	MA1418.1	intron	SHANK3	IRF3			Homo sapiens
chr22	50697598	50697618	21	+	7.392836841713	MA1418.1	exon	SHANK3	IRF3			Homo sapiens
chr22	50704026	50704046	21	+	2.00346584688317	MA1418.1	intron	SHANK3	IRF3			Homo sapiens
chr22	50708384	50708404	21	+	1.87490796062903	MA1418.1	intron	SHANK3	IRF3			Homo sapiens
chr22	50708463	50708483	21	+	1.26229235842189	MA1418.1	intron	SHANK3	IRF3			Homo sapiens
chr22	50716421	50716441	21	+	0.318254276630353	MA1418.1	intron	SHANK3	IRF3			Homo sapiens
chr22	50697604	50697618	15	+	-2.30832791943561	MA1419.1	exon	SHANK3	IRF4			Homo sapiens
chr22	50707411	50707425	15	+	-2.39492762990151	MA1419.1	intron	SHANK3	IRF4			Homo sapiens
chr22	50716427	50716441	15	+	3.14587640596158	MA1419.1	intron	SHANK3	IRF4			Homo sapiens
chr22	50707411	50707424	14	+	12.9716955523516	MA1420.1	intron	SHANK3	IRF5			Homo sapiens
chr22	50726768	50726781	14	+	10.8227637543123	MA1420.1	intron	SHANK3	IRF5			Homo sapiens
chr22	50676227	50676238	12	+	8.29450636186289	MA1421.1	intron	SHANK3	TCF7L1			Homo sapiens
chr22	50689850	50689861	12	+	7.10424111669486	MA1421.1	intron	SHANK3	TCF7L1			Homo sapiens
chr22	50708538	50708549	12	+	11.8793217565967	MA1421.1	intron	SHANK3	TCF7L1			Homo sapiens
chr22	50719244	50719255	12	+	12.2902859245759	MA1421.1	intron	SHANK3	TCF7L1			Homo sapiens
chr22	50688468	50688481	14	+	6.45227755673923	MA0029.1	intron	SHANK3	Mecom	MECOM	MDS1 and EVI1 complex locus MDS1,EVI1	Mus musculus
chr22	50698903	50698916	14	+	8.26955119757603	MA0029.1	intron	SHANK3	Mecom	MECOM	MDS1 and EVI1 complex locus MDS1,EVI1	Mus musculus
chr22	50701726	50701739	14	+	6.08193525625982	MA0029.1	intron	SHANK3	Mecom	MECOM	MDS1 and EVI1 complex locus MDS1,EVI1	Mus musculus
chr22	50701731	50701744	14	+	7.27539707311334	MA0029.1	intron	SHANK3	Mecom	MECOM	MDS1 and EVI1 complex locus MDS1,EVI1	Mus musculus
chr22	50714129	50714142	14	+	5.99364494041669	MA0029.1	intron	SHANK3	Mecom	MECOM	MDS1 and EVI1 complex locus MDS1,EVI1	Mus musculus
chr22	50714134	50714147	14	+	5.87117258453993	MA0029.1	intron	SHANK3	Mecom	MECOM	MDS1 and EVI1 complex locus MDS1,EVI1	Mus musculus
chr22	50724389	50724402	14	+	8.51036655748221	MA0029.1	intron	SHANK3	Mecom	MECOM	MDS1 and EVI1 complex locus MDS1,EVI1	Mus musculus
chr22	50725949	50725962	14	+	7.23794559069057	MA0029.1	intron	SHANK3	Mecom	MECOM	MDS1 and EVI1 complex locus MDS1,EVI1	Mus musculus
chr22	50698670	50698679	10	+	13.5956415480484	MA0092.1	intron	SHANK3	Hand1::Tcf3	-	-	Mus musculus
chr22	50672445	50672455	11	+	12.1034898797227	MA0111.1	promoter	SHANK3	Spz1	SPZ1	spermatogenic leucine zipper 1	Mus musculus
chr22	50710326	50710336	11	+	12.2796500567866	MA0111.1	intron	SHANK3	Spz1	SPZ1	spermatogenic leucine zipper 1	Mus musculus
chr22	50674005	50674017	13	+	10.4988017505347	MA0135.1	promoter	SHANK3	Lhx3	LHX3	LIM homeobox 3	Mus musculus
chr22	50677072	50677084	13	+	6.90858437914912	MA0135.1	intron	SHANK3	Lhx3	LHX3	LIM homeobox 3	Mus musculus
chr22	50689691	50689703	13	+	7.83454430108123	MA0135.1	intron	SHANK3	Lhx3	LHX3	LIM homeobox 3	Mus musculus
chr22	50690826	50690838	13	+	8.69898665313621	MA0135.1	intron	SHANK3	Lhx3	LHX3	LIM homeobox 3	Mus musculus
chr22	50691276	50691288	13	+	9.04054656348558	MA0135.1	intron	SHANK3	Lhx3	LHX3	LIM homeobox 3	Mus musculus
chr22	50712968	50712980	13	+	9.8558357068841	MA0135.1	intron	SHANK3	Lhx3	LHX3	LIM homeobox 3	Mus musculus
chr22	50690021	50690035	15	+	11.013014716674	MA0142.1	intron	SHANK3	Pou5f1::Sox2	POU5F1	POU class 5 homeobox 1	Mus musculus
chr22	50691251	50691265	15	+	10.286703650185	MA0142.1	intron	SHANK3	Pou5f1::Sox2	POU5F1	POU class 5 homeobox 1	Mus musculus
chr22	50691385	50691399	15	+	11.484356990041	MA0142.1	intron	SHANK3	Pou5f1::Sox2	POU5F1	POU class 5 homeobox 1	Mus musculus
chr22	50692121	50692135	15	+	11.8753935990374	MA0142.1	intron	SHANK3	Pou5f1::Sox2	POU5F1	POU class 5 homeobox 1	Mus musculus
chr22	50692286	50692300	15	+	9.08891072649919	MA0142.1	intron	SHANK3	Pou5f1::Sox2	POU5F1	POU class 5 homeobox 1	Mus musculus
chr22	50698131	50698145	15	+	8.81409154352751	MA0142.1	intron	SHANK3	Pou5f1::Sox2	POU5F1	POU class 5 homeobox 1	Mus musculus
chr22	50713713	50713727	15	+	8.95724653357723	MA0142.1	intron	SHANK3	Pou5f1::Sox2	POU5F1	POU class 5 homeobox 1	Mus musculus
chr22	50713728	50713738	11	+	12.7540422607944	MA0062.2	intron	SHANK3	Gabpa	GABPA	GA binding protein transcription factor,alpha subunit 60kDa	Mus musculus
chr22	50721385	50721395	11	+	12.5074579142871	MA0062.2	exon	SHANK3	Gabpa	GABPA	GA binding protein transcription factor,alpha subunit 60kDa	Mus musculus
chr22	50721385	50721395	11	+	12.5074579142871	MA0062.2	exon	SHANK3	Gabpa	GABPA	GA binding protein transcription factor,alpha subunit 60kDa	Mus musculus
chr22	50691739	50691749	11	+	13.6542173305843	MA0002.2	intron	SHANK3	RUNX1	RUNX1	runt-related transcription factor 1	Mus musculus
chr22	50695504	50695514	11	+	14.383190185812	MA0002.2	intron	SHANK3	RUNX1	RUNX1	runt-related transcription factor 1	Mus musculus
chr22	50711381	50711391	11	+	13.5718586313141	MA0002.2	intron	SHANK3	RUNX1	RUNX1	runt-related transcription factor 1	Mus musculus
chr22	50686997	50687008	12	+	11.3628145420977	MA0047.2	intron	SHANK3	Foxa2	FOXA2	forkhead box A2	Mus musculus
chr22	50690756	50690767	12	+	11.952096308698	MA0047.2	intron	SHANK3	Foxa2	FOXA2	forkhead box A2	Mus musculus
chr22	50692012	50692023	12	+	11.16129734816	MA0047.2	intron	SHANK3	Foxa2	FOXA2	forkhead box A2	Mus musculus
chr22	50692242	50692253	12	+	11.4776888411039	MA0047.2	intron	SHANK3	Foxa2	FOXA2	forkhead box A2	Mus musculus
chr22	50694083	50694094	12	+	12.2889546472481	MA0047.2	intron	SHANK3	Foxa2	FOXA2	forkhead box A2	Mus musculus
chr22	50701813	50701824	12	+	11.6092462041719	MA0047.2	intron	SHANK3	Foxa2	FOXA2	forkhead box A2	Mus musculus
chr22	50706608	50706619	12	+	10.931174536968	MA0047.2	intron	SHANK3	Foxa2	FOXA2	forkhead box A2	Mus musculus
chr22	50713707	50713718	12	+	11.2492110123171	MA0047.2	intron	SHANK3	Foxa2	FOXA2	forkhead box A2	Mus musculus
chr22	50719585	50719596	12	+	12.1645767709521	MA0047.2	intron	SHANK3	Foxa2	FOXA2	forkhead box A2	Mus musculus
chr22	50732436	50732447	12	+	11.2576162933234	MA0047.2	exon	SHANK3	Foxa2	FOXA2	forkhead box A2	Mus musculus
chr22	50732436	50732447	12	+	11.2576162933234	MA0047.2	exon	SHANK3	Foxa2	FOXA2	forkhead box A2	Mus musculus
chr22	50732436	50732447	12	+	11.2576162933234	MA0047.2	UTR	SHANK3	Foxa2	FOXA2	forkhead box A2	Mus musculus
chr22	50732755	50732766	12	+	10.8168634558183	MA0047.2	exon	SHANK3	Foxa2	FOXA2	forkhead box A2	Mus musculus
chr22	50732755	50732766	12	+	10.8168634558183	MA0047.2	exon	SHANK3	Foxa2	FOXA2	forkhead box A2	Mus musculus
chr22	50732755	50732766	12	+	10.8168634558183	MA0047.2	UTR	SHANK3	Foxa2	FOXA2	forkhead box A2	Mus musculus
chr22	50672943	50672957	15	+	12.0731617158399	MA0065.2	promoter	SHANK3	Pparg::Rxra	-	-	Mus musculus
chr22	50683647	50683661	15	+	12.1718774050514	MA0065.2	intron	SHANK3	Pparg::Rxra	-	-	Mus musculus
chr22	50699973	50699987	15	+	12.8832715578744	MA0065.2	intron	SHANK3	Pparg::Rxra	-	-	Mus musculus
chr22	50706287	50706301	15	+	15.5109460647112	MA0065.2	intron	SHANK3	Pparg::Rxra	-	-	Mus musculus
chr22	50709373	50709387	15	+	12.1962823685713	MA0065.2	intron	SHANK3	Pparg::Rxra	-	-	Mus musculus
chr22	50710487	50710501	15	+	13.006422179107	MA0065.2	intron	SHANK3	Pparg::Rxra	-	-	Mus musculus
chr22	50723509	50723523	15	+	13.4220935513139	MA0065.2	intron	SHANK3	Pparg::Rxra	-	-	Mus musculus
chr22	50726738	50726752	15	+	12.1278785224355	MA0065.2	intron	SHANK3	Pparg::Rxra	-	-	Mus musculus
chr22	50727717	50727731	15	+	16.9221748152303	MA0065.2	intron	SHANK3	Pparg::Rxra	-	-	Mus musculus
chr22	50731665	50731679	15	+	13.4113421177474	MA0065.2	exon	SHANK3	Pparg::Rxra	-	-	Mus musculus
chr22	50731665	50731679	15	+	13.4113421177474	MA0065.2	exon	SHANK3	Pparg::Rxra	-	-	Mus musculus
chr22	50731665	50731679	15	+	13.4113421177474	MA0065.2	UTR	SHANK3	Pparg::Rxra	-	-	Mus musculus
chr22	50678927	50678940	14	+	17.2066029627209	MA0146.2	intron	SHANK3	Zfx	18555785	ZNF926	Mus musculus
chr22	50678976	50678989	14	+	15.5076369339882	MA0146.2	intron	SHANK3	Zfx	18555785	ZNF926	Mus musculus
chr22	50679206	50679219	14	+	15.3964269287266	MA0146.2	intron	SHANK3	Zfx	18555785	ZNF926	Mus musculus
chr22	50687813	50687826	14	+	15.7736083294934	MA0146.2	intron	SHANK3	Zfx	18555785	ZNF926	Mus musculus
chr22	50692520	50692533	14	+	15.8545975152556	MA0146.2	intron	SHANK3	Zfx	18555785	ZNF926	Mus musculus
chr22	50696039	50696052	14	+	15.5917232202191	MA0146.2	intron	SHANK3	Zfx	18555785	ZNF926	Mus musculus
chr22	50705634	50705647	14	+	16.2190102839309	MA0146.2	exon	SHANK3	Zfx	18555785	ZNF926	Mus musculus
chr22	50705634	50705647	14	+	16.2190102839309	MA0146.2	UTR	SHANK3	Zfx	18555785	ZNF926	Mus musculus
chr22	50707287	50707300	14	+	15.8545975152556	MA0146.2	intron	SHANK3	Zfx	18555785	ZNF926	Mus musculus
chr22	50708310	50708323	14	+	15.8545975152556	MA0146.2	intron	SHANK3	Zfx	18555785	ZNF926	Mus musculus
chr22	50724900	50724913	14	+	15.9515946143541	MA0146.2	intron	SHANK3	Zfx	18555785	ZNF926	Mus musculus
chr22	50730782	50730795	14	+	17.9519651060415	MA0146.2	exon	SHANK3	Zfx	18555785	ZNF926	Mus musculus
chr22	50730782	50730795	14	+	17.9519651060415	MA0146.2	exon	SHANK3	Zfx	18555785	ZNF926	Mus musculus
chr22	50730782	50730795	14	+	17.9519651060415	MA0146.2	exon	SHANK3	Zfx	18555785	ZNF926	Mus musculus
chr22	50731379	50731392	14	+	18.8171426468193	MA0146.2	exon	SHANK3	Zfx	18555785	ZNF926	Mus musculus
chr22	50731379	50731392	14	+	18.8171426468193	MA0146.2	exon	SHANK3	Zfx	18555785	ZNF926	Mus musculus
chr22	50731379	50731392	14	+	18.8171426468193	MA0146.2	exon	SHANK3	Zfx	18555785	ZNF926	Mus musculus
chr22	50731379	50731392	14	+	18.8171426468193	MA0146.2	UTR	SHANK3	Zfx	18555785	ZNF926	Mus musculus
chr22	50731379	50731392	14	+	18.8171426468193	MA0146.2	UTR	SHANK3	Zfx	18555785	ZNF926	Mus musculus
chr22	50673160	50673173	14	+	11.4168815071143	MA0463.1	promoter	SHANK3	Bcl6	BCL6	B-cell CLL/lymphoma 6	Mus musculus
chr22	50683506	50683519	14	+	15.0259917335793	MA0463.1	intron	SHANK3	Bcl6	BCL6	B-cell CLL/lymphoma 6	Mus musculus
chr22	50685218	50685231	14	+	11.8688152114688	MA0463.1	intron	SHANK3	Bcl6	BCL6	B-cell CLL/lymphoma 6	Mus musculus
chr22	50699547	50699560	14	+	13.3843745146896	MA0463.1	intron	SHANK3	Bcl6	BCL6	B-cell CLL/lymphoma 6	Mus musculus
chr22	50702936	50702949	14	+	11.1964033927265	MA0463.1	intron	SHANK3	Bcl6	BCL6	B-cell CLL/lymphoma 6	Mus musculus
chr22	50718781	50718794	14	+	11.687220492289	MA0463.1	intron	SHANK3	Bcl6	BCL6	B-cell CLL/lymphoma 6	Mus musculus
